Freelancer_ID;Job_Category;Platform;Experience_Level;Client_Region;Payment_Method;Job_Completed;Earnings_USD;Hourly_Rate;Job_Success_Rate;Client_Rating;Job_Duration_Days;Project_Type;Rehire_Rate;Marketing_Spend;PC1;PC2
184;Web Development;PeoplePerHour;Expert;UK;Bank Transfer;163;3733;33.04;93.87;4.05;26;Fixed;62.3;377;0.3427741365943851;-0.009679883
185;Data Entry;Freelancer;Beginner;Australia;Mobile Banking;206;2311;63.45;62.9;4.44;70;Hourly;25.31;354;-0.025995354;0.5145709750478894
186;Customer Support;Toptal;Expert;Europe;Mobile Banking;286;1903;40.65;83;4.78;20;Hourly;14.2;488;-0.297165119;1.3649731550993294
187;Graphic Design;Upwork;Beginner;USA;Mobile Banking;292;8841;42.44;90.86;3.16;23;Fixed;19.17;213;-0.728730284;0.9920052359666552
188;Web Development;PeoplePerHour;Beginner;Australia;PayPal;95;6945;56.27;77.76;4.46;54;Fixed;52.42;238;-0.279433337;0.4594197721353004
189;Customer Support;Upwork;Intermediate;UK;PayPal;129;3040;13.29;76.48;3.37;15;Fixed;69.46;179;0.40190630000256405;-1.880249792
190;Customer Support;Freelancer;Intermediate;Australia;PayPal;130;912;75.19;62.09;4.72;6;Hourly;13.15;418;0.5848191051482471;0.44332085748428024
191;Customer Support;Fiverr;Beginner;USA;Bank Transfer;56;4577;43.16;54.66;4.64;35;Hourly;61.39;171;0.2253336390447811;-0.85788342
192;Data Entry;PeoplePerHour;Beginner;Australia;Mobile Banking;107;1269;50.64;94.86;4.08;75;Hourly;33.89;142;-1.322524912;-0.80343419
193;Graphic Design;Upwork;Beginner;Europe;Bank Transfer;191;3845;97.56;95.02;4.42;8;Hourly;43.5;316;0.8067760143921694;1.0293819816003207
194;Customer Support;Upwork;Beginner;Canada;Crypto;209;577;37.71;81.66;3.63;57;Fixed;75.02;243;0.7005461827836784;-1.377618199
195;App Development;Upwork;Intermediate;USA;Crypto;18;7419;66.58;66.95;3.94;50;Fixed;33.24;231;-0.219749039;0.14729371874219216
196;Graphic Design;Fiverr;Expert;USA;PayPal;108;2972;42.29;67.46;4.64;49;Hourly;42.57;171;-0.599177573;-0.601528566
197;SEO;Upwork;Beginner;USA;Crypto;121;5899;89.96;86.3;3.92;88;Fixed;10.96;276;-0.910010877;1.1785374495663856
198;App Development;Toptal;Intermediate;USA;Mobile Banking;97;1212;85.44;94.86;3.72;21;Fixed;15.71;76;-0.674609949;-0.829767627
199;Data Entry;Toptal;Beginner;Australia;Crypto;148;896;27.95;94.35;3.99;36;Fixed;28.1;302;-0.871109225;-0.547209401
200;Customer Support;Upwork;Beginner;Europe;PayPal;114;7009;70.72;88.99;4.66;71;Hourly;11.95;330;-1.341873734;1.7873392401736972
201;Graphic Design;Toptal;Expert;UK;Bank Transfer;167;3136;11.19;82.1;3.67;69;Fixed;54.2;48;-1.234611125;-1.608495924
202;Content Writing;PeoplePerHour;Beginner;Europe;Crypto;57;3333;96.5;54.21;3.35;58;Hourly;39.85;436;1.8077502846101279;-0.146756889
203;Data Entry;Toptal;Beginner;USA;Mobile Banking;7;3373;38.15;58.08;4.42;63;Hourly;48.37;247;-0.25264757;-0.949191692
204;Graphic Design;Upwork;Expert;Middle East;Mobile Banking;72;495;84.03;94.93;4.65;16;Hourly;22.23;282;-0.276217115;0.077049645
205;SEO;Freelancer;Expert;Australia;Mobile Banking;250;1075;35.25;80.32;3.2;6;Fixed;30.72;286;0.37852424273393487;-0.892225455
206;Customer Support;PeoplePerHour;Expert;Middle East;Bank Transfer;142;1409;65.11;50.46;3.48;78;Fixed;56.47;427;1.6718148715404137;-0.734591818
207;Web Development;Fiverr;Expert;Australia;Mobile Banking;291;8260;98.44;55.07;3.28;52;Fixed;77.57;31;1.7490794399997829;-0.119413595
208;Customer Support;Upwork;Intermediate;USA;PayPal;70;6163;88.29;83.18;3.7;2;Fixed;13.53;499;0.8072795864487734;1.3498406751190142
209;Web Development;Fiverr;Intermediate;Australia;PayPal;159;8802;20.23;50.25;3.9;89;Hourly;72.33;157;-0.12923446;-0.418450905
210;Content Writing;Freelancer;Intermediate;USA;Mobile Banking;91;521;57.01;58.04;4.5;77;Hourly;50.38;17;-0.519689003;-1.742049869
211;Data Entry;Fiverr;Beginner;Europe;Crypto;37;77;38.11;77.44;4.3;18;Hourly;49.47;380;0.4564309763189579;-1.056841657
212;SEO;Upwork;Expert;Asia;Mobile Banking;72;8801;46.26;84.59;4.24;81;Fixed;45.02;62;-1.63073356;0.1838986893368561
213;Graphic Design;Upwork;Expert;Canada;PayPal;191;3286;36.84;82.6;3.7;76;Fixed;14.86;127;-1.683717874;-0.441417516
214;Graphic Design;Freelancer;Intermediate;Australia;PayPal;196;9186;36.92;61.21;4.68;35;Fixed;16.29;15;-1.790876813;0.6551920834768937
215;Web Development;Upwork;Beginner;USA;PayPal;217;3998;56.54;85.61;3.94;86;Hourly;52.06;162;-0.513937789;-0.113544278
216;SEO;Freelancer;Beginner;Middle East;Crypto;92;6222;23.24;61.86;4.96;39;Hourly;33.87;445;-0.426552777;0.9209503821217797
217;App Development;Freelancer;Beginner;USA;Crypto;112;2029;56.05;66.27;4.27;1;Fixed;74.21;250;1.4836500754543722;-1.119006858
218;Content Writing;Upwork;Intermediate;Middle East;Crypto;244;4971;31.5;87.32;3.25;37;Hourly;38.46;136;-0.620187213;-0.53570227
219;Web Development;Toptal;Beginner;Australia;PayPal;220;9057;32.45;82.48;4.35;21;Hourly;20.03;317;-1.000033396;1.6332769982600128
220;Web Development;Freelancer;Beginner;UK;Bank Transfer;181;2376;75.18;92.46;3.65;1;Fixed;60.03;294;1.334236861;-0.345561092
221;Content Writing;Upwork;Beginner;Middle East;Mobile Banking;57;2380;7.81;82.88;4.37;4;Fixed;30.53;178;-1.287972573;-1.197375066
222;Data Entry;Toptal;Expert;USA;Mobile Banking;53;7696;41.19;78.42;3.14;58;Hourly;46.78;228;-0.254700892;-0.451244053
223;Graphic Design;Freelancer;Intermediate;Australia;PayPal;118;1052;43.72;54.68;3.35;1;Fixed;58.85;370;1.9496889798362227;-1.561635101
224;Data Entry;Toptal;Expert;USA;Crypto;99;9784;51.09;68.39;4.71;13;Hourly;73.02;393;1.051353061243703;1.2048495127295784
225;SEO;PeoplePerHour;Expert;UK;Bank Transfer;29;6498;68.56;63.26;3.45;46;Fixed;65.45;179;0.9321712645338487;-0.899238169
226;App Development;PeoplePerHour;Intermediate;Canada;Bank Transfer;136;6887;40.12;62.2;4.67;47;Hourly;57.35;395;0.414757983;0.7938635611314808
227;Customer Support;Toptal;Expert;Asia;Crypto;183;6517;25.25;98.65;3.56;81;Fixed;57.57;71;-1.407104822;-0.498341181
228;Digital Marketing;Freelancer;Beginner;Asia;Mobile Banking;149;9471;89.06;69.65;4.29;76;Fixed;76.21;317;1.1527914715350254;1.351788887671842
229;Digital Marketing;Upwork;Beginner;UK;Mobile Banking;202;7404;98.2;94.6;4.39;7;Fixed;30.71;386;0.5682082619268733;2.1723398246320604
230;Digital Marketing;Fiverr;Beginner;Europe;Bank Transfer;88;2579;6.9;81.56;4.03;51;Hourly;10.08;82;-2.426005461;-1.233775231
231;Content Writing;Upwork;Beginner;Australia;Bank Transfer;161;1480;56.91;89.74;3.61;3;Hourly;29.04;378;0.506652733;-0.202300923
232;Web Development;Fiverr;Intermediate;UK;Crypto;89;3962;37.46;75.13;3.43;50;Fixed;25.25;394;-0.166705726;-0.219611071
233;App Development;Fiverr;Expert;Canada;Mobile Banking;257;1582;31.31;78.85;3.07;26;Hourly;56.33;135;0.4120230706788184;-1.657030065
234;Data Entry;Freelancer;Expert;USA;Bank Transfer;76;1942;36.89;74.63;3.61;31;Hourly;54.36;217;0.2788354694900149;-1.566555428
235;Customer Support;Toptal;Beginner;Australia;Mobile Banking;227;1471;65.69;59.76;4.31;62;Fixed;51.54;108;0.25420243419910327;-0.825414469
236;Graphic Design;Upwork;Beginner;Middle East;Bank Transfer;280;8632;23.12;86.12;4.88;26;Fixed;11.14;377;-1.515810294;2.3401160118022206
237;Digital Marketing;Toptal;Expert;UK;Crypto;287;5818;91.72;64.04;4.74;67;Fixed;61.01;406;1.389909769574518;1.7627105426188898
238;Data Entry;PeoplePerHour;Intermediate;Canada;Mobile Banking;268;2868;49.28;51.22;4.53;55;Hourly;32.65;118;-0.370075934;-0.295916291
239;Digital Marketing;Freelancer;Expert;UK;Bank Transfer;250;5667;35.93;82.27;4.58;28;Fixed;56.55;393;0.28856943711855826;1.0372968168166388
240;App Development;Freelancer;Beginner;Europe;Bank Transfer;65;1245;77.73;58.86;4.33;44;Hourly;48.96;17;0.15159666174266223;-1.618941784
241;Digital Marketing;PeoplePerHour;Beginner;Asia;Bank Transfer;263;6279;6.55;97.02;3.52;81;Hourly;33.99;331;-1.433105604;0.6230367847545972
242;Graphic Design;Upwork;Intermediate;Asia;Bank Transfer;11;9099;46.03;97.7;4.81;38;Hourly;19.42;422;-1.425625192;1.9242767748824543
243;Customer Support;PeoplePerHour;Expert;Australia;Crypto;192;5355;38.75;95.74;4.34;30;Fixed;16.61;153;-1.724589883;0.5148728161234736
244;SEO;Upwork;Intermediate;USA;Mobile Banking;8;9758;37.13;68.51;4.12;66;Fixed;68.21;10;-0.866201776;-0.696729826
245;SEO;Fiverr;Intermediate;Canada;Mobile Banking;235;8127;37.02;50.77;3.22;8;Hourly;74.29;137;1.4267412545489446;-0.817505012
246;App Development;Freelancer;Beginner;UK;PayPal;137;9395;7.97;96.42;3.89;14;Hourly;55.49;386;-0.399657101;0.8201776336648084
247;SEO;Upwork;Expert;Australia;Mobile Banking;129;892;19.45;71.41;3.92;62;Fixed;17.24;61;-1.790384807;-1.625176091
248;Content Writing;Toptal;Beginner;UK;PayPal;19;5250;18.48;98.33;4.73;75;Fixed;38.14;70;-2.649549447;-0.475878073
249;Web Development;Toptal;Expert;Australia;Bank Transfer;17;5971;98.92;98.18;4.09;63;Fixed;61.03;60;-0.254353807;-0.198258796
250;Content Writing;Freelancer;Beginner;Asia;Crypto;122;9924;7.11;92.65;3.76;79;Fixed;64.59;131;-1.517096556;-0.041281041
251;Data Entry;PeoplePerHour;Beginner;Europe;Crypto;244;344;20.87;64.72;4.95;66;Fixed;18.28;60;-1.956253088;-0.777876477
252;Content Writing;PeoplePerHour;Expert;UK;Bank Transfer;267;6147;97.55;69.25;3.22;40;Fixed;10;487;1.1937605558694429;1.7665779993248547
253;Data Entry;Upwork;Expert;Europe;PayPal;10;6462;64.68;92.56;3.85;13;Fixed;59.85;391;0.8399817549908637;0.2699620513503045
254;Data Entry;PeoplePerHour;Beginner;Middle East;Bank Transfer;235;8886;47.81;65.85;3.08;17;Fixed;34.96;357;0.8192699514281578;0.7742211942424647
255;Web Development;Freelancer;Expert;Middle East;Crypto;34;6728;12.48;58.47;4.48;15;Fixed;27.81;268;-0.852281677;-0.197684584
256;Graphic Design;Upwork;Beginner;Asia;Crypto;26;5070;68.62;77.84;4.84;33;Hourly;10.9;11;-1.815700108;-0.102270192
257;Customer Support;Fiverr;Expert;Canada;Mobile Banking;160;5793;18.09;96.81;3.56;16;Fixed;47.82;34;-1.178042379;-0.996761384
258;App Development;PeoplePerHour;Beginner;Europe;PayPal;122;160;68.76;84.8;4.72;13;Fixed;69.58;485;1.6407935871775596;0.025768415329490504
259;Web Development;PeoplePerHour;Beginner;Australia;Mobile Banking;197;8825;98.02;78.5;3.58;86;Hourly;77.03;437;1.8039045717571685;1.5632302178760102
260;App Development;Upwork;Beginner;Canada;Crypto;199;9728;55.54;54.86;4.82;23;Fixed;49.6;50;-0.277046124;0.6715639778761316
261;SEO;Toptal;Intermediate;UK;Crypto;172;4914;25.34;80.75;4.51;36;Fixed;46.01;42;-1.312037661;-0.573571353
262;SEO;PeoplePerHour;Expert;UK;Mobile Banking;243;1698;64.4;99.5;4.61;43;Hourly;15.95;227;-1.188629193;0.7050393601714603
263;Content Writing;Freelancer;Beginner;Australia;Mobile Banking;248;6431;53.73;57;3.04;50;Fixed;48.42;110;0.5375130993767153;-0.650329365
264;Data Entry;PeoplePerHour;Intermediate;USA;Crypto;73;2431;55.65;75.92;4.93;74;Hourly;36.6;321;-0.671388689;0.21770373109720165
265;Digital Marketing;Fiverr;Beginner;USA;Mobile Banking;99;155;50.42;93.87;4.45;81;Hourly;52.5;14;-1.380888353;-1.479691614
266;Digital Marketing;PeoplePerHour;Intermediate;UK;Mobile Banking;81;5868;69.01;87.04;3.61;13;Fixed;37.21;176;-0.003007363;-0.208454465
267;App Development;Toptal;Beginner;Asia;PayPal;175;9936;59.33;84.85;4.66;30;Hourly;26.82;161;-1.194794975;1.596899120821689
268;Data Entry;PeoplePerHour;Beginner;Asia;Crypto;5;9975;98.76;85.12;3.56;57;Hourly;16.65;38;-1.116841471;0.5521392161022195
269;App Development;Upwork;Intermediate;Australia;Bank Transfer;66;431;83.46;67.97;4.75;30;Hourly;32.04;25;-0.39231583;-1.158825069
270;Web Development;PeoplePerHour;Intermediate;USA;PayPal;211;4406;30.15;64.68;3.23;71;Hourly;16.77;111;-1.157282232;-0.806960528
271;Graphic Design;Toptal;Expert;Europe;Bank Transfer;158;5968;73.95;90.47;4.41;10;Fixed;22.38;452;0.1832305552280398;1.7454085430695239
272;Customer Support;Upwork;Expert;UK;Mobile Banking;278;1366;25.36;90.51;4.08;66;Hourly;79.11;431;0.7014947773409661;-0.130604908
273;Web Development;Freelancer;Intermediate;Middle East;Mobile Banking;52;5504;79.32;93.35;3.19;83;Hourly;41.09;472;0.4806202561805097;0.647890466
274;Data Entry;Upwork;Expert;Europe;Bank Transfer;141;4124;19.02;95.66;3.48;39;Fixed;47.23;50;-1.252859554;-1.345365334
275;Data Entry;Fiverr;Intermediate;Australia;Mobile Banking;5;4854;49.99;75.57;3.02;37;Hourly;71.15;481;1.7367893788774058;-0.737362355
276;Graphic Design;Upwork;Expert;Middle East;Mobile Banking;239;956;80.11;75.08;3.94;3;Fixed;79.69;366;2.5309873138967456;-0.41456427
277;App Development;Freelancer;Beginner;Europe;PayPal;260;7671;31.61;89.91;3.6;89;Hourly;50.79;387;-0.398088463;1.1367188607184957
278;Content Writing;PeoplePerHour;Expert;USA;Bank Transfer;111;712;84.53;82.5;4.2;34;Fixed;66.87;97;0.7087352193857992;-1.264944685
279;Content Writing;Upwork;Beginner;Asia;PayPal;177;6768;66.19;85.1;3.59;86;Hourly;32.89;410;-0.109800987;1.251753929244934
280;Graphic Design;Upwork;Beginner;USA;Bank Transfer;134;8704;42.76;89.79;3.6;38;Fixed;31.4;374;-0.413802983;1.093526041046741
281;Content Writing;Upwork;Expert;Middle East;PayPal;298;992;45.22;94.5;4.49;14;Hourly;38.19;169;-0.5372838;-0.123359001
282;Digital Marketing;Upwork;Intermediate;Canada;Crypto;44;8399;92.97;66.9;3.1;64;Fixed;57.08;55;0.584342112;-0.620362364
283;Content Writing;Freelancer;Beginner;Asia;Crypto;20;6465;25.69;68.78;4.81;39;Fixed;57.75;220;-0.594782889;-0.287578383
284;Content Writing;Toptal;Beginner;UK;Bank Transfer;131;3359;70.87;54.7;4.7;54;Fixed;32.07;324;0.2958858708167249;0.3904388087521512
285;Content Writing;Toptal;Expert;Middle East;Crypto;207;1376;72.19;78.91;4.34;2;Fixed;19.32;145;-0.2189242;-0.234016155
286;Digital Marketing;Upwork;Intermediate;Australia;PayPal;138;2156;92.63;51.8;4.19;43;Fixed;54.27;444;2.1190375633687637;0.15047330581678295
287;App Development;Freelancer;Intermediate;UK;Bank Transfer;263;4849;72.75;73.28;4.78;53;Hourly;18.98;259;-0.582489601;1.397819351804728
288;Content Writing;Freelancer;Expert;Europe;Crypto;18;8889;60.52;77.13;3.37;3;Hourly;50.49;128;0.289978131;-0.502978418
289;SEO;Upwork;Intermediate;Asia;Crypto;70;2988;90.74;64.33;3.16;41;Fixed;58.54;49;1.112545485530903;-1.7683409
290;Digital Marketing;Fiverr;Expert;Australia;Bank Transfer;199;2533;83.77;79.54;3.48;8;Fixed;59.04;339;1.9013572911410486;-0.242278037
291;Graphic Design;Upwork;Expert;Australia;Crypto;118;1425;73.09;51.53;4.59;75;Hourly;62.74;325;1.1404268193171052;-0.452157502
292;Web Development;Fiverr;Expert;USA;Crypto;163;7906;8.09;51.87;3.07;63;Hourly;71.1;403;1.0317626156238084;-0.453928447
293;Graphic Design;Upwork;Beginner;Europe;Bank Transfer;165;294;40.48;91.13;4.17;65;Fixed;45;19;-1.317708872;-1.467226049
294;Web Development;Fiverr;Beginner;USA;Crypto;258;2398;65.03;68.01;4.99;79;Hourly;61.12;173;0.012541044406636061;0.12779647773911337
295;Customer Support;Fiverr;Beginner;USA;Crypto;19;9109;54.61;56.35;4.71;4;Fixed;53.34;282;0.5523203788637558;0.5261038376109684
296;Graphic Design;Upwork;Expert;Asia;Crypto;41;529;35.34;76.11;4.04;68;Fixed;23.06;25;-1.766786028;-1.877827968
297;SEO;Fiverr;Beginner;Canada;Crypto;159;1985;18.72;88.5;3.13;10;Fixed;11.8;159;-1.141526455;-1.32124697
298;Web Development;PeoplePerHour;Beginner;USA;Mobile Banking;31;5807;57.53;60.79;4.66;75;Hourly;29.92;9;-1.508620175;-0.499929407
299;Web Development;Toptal;Beginner;UK;Bank Transfer;16;137;32.16;81.14;4.2;50;Fixed;41.01;81;-1.177178124;-1.998351771
300;Data Entry;Freelancer;Expert;Australia;Mobile Banking;71;9482;27.14;54.27;3.23;23;Hourly;53.2;255;0.5555103007518667;-0.485433697
301;Web Development;Fiverr;Expert;Asia;Mobile Banking;34;8814;42.9;52.58;3.19;61;Hourly;69.5;104;0.4642149017515963;-1.225084298
302;Web Development;Fiverr;Expert;USA;PayPal;100;9055;79.62;76.57;4.82;47;Hourly;23.74;139;-1.097410754;1.3762361060125712
303;Data Entry;Freelancer;Beginner;Middle East;Mobile Banking;219;228;51.35;77.03;4.34;3;Hourly;18.79;201;-0.334359105;-0.485778176
304;Content Writing;Fiverr;Intermediate;UK;Mobile Banking;198;9967;25.57;81.87;4.66;17;Fixed;77.44;343;0.35196963062895326;1.238795544036977
305;Content Writing;Freelancer;Beginner;Europe;PayPal;139;212;16.11;86.3;4.76;22;Fixed;17.56;23;-2.214775021;-1.299403764
306;Data Entry;Upwork;Beginner;Australia;Crypto;294;2690;52.4;98.79;4.14;16;Hourly;43.49;372;0.30832340013639986;0.7390816188039456
307;Digital Marketing;PeoplePerHour;Expert;Asia;Crypto;36;9247;80.46;75.82;4.03;80;Fixed;50.99;434;0.49902909820696173;1.4326341228603388
308;Customer Support;PeoplePerHour;Expert;Middle East;Mobile Banking;43;2398;67.02;66.15;3.86;3;Hourly;47.9;421;1.5611941840361114;-0.533757901
309;Web Development;Toptal;Beginner;Asia;PayPal;210;2471;27.05;89.76;3.63;52;Fixed;16.02;45;-1.890072773;-0.94980842
310;Web Development;Fiverr;Beginner;Asia;Crypto;47;4348;46.49;63.54;3.87;33;Fixed;13.99;216;-0.67943686;-0.551933887
311;Data Entry;Toptal;Intermediate;Middle East;PayPal;263;4192;86.25;71.95;4.55;42;Fixed;17.38;391;0.29209099685628603;1.674897148368594
312;Data Entry;Upwork;Intermediate;Europe;Bank Transfer;253;4553;21.88;53.92;4.2;2;Fixed;50.99;54;0.003037685;-1.028117091
313;Digital Marketing;PeoplePerHour;Expert;Middle East;Bank Transfer;78;1267;55.55;51.27;4.79;39;Fixed;48.1;77;-0.058839015;-1.423691525
314;SEO;Upwork;Intermediate;UK;Bank Transfer;278;2524;38.84;98.13;3.89;46;Fixed;26.36;490;-0.230988003;1.0104987881388072
315;Content Writing;Upwork;Intermediate;Asia;Bank Transfer;194;979;16.8;91.8;4.21;48;Hourly;54.64;158;-0.909622443;-1.148649241
316;Graphic Design;Fiverr;Expert;Europe;Mobile Banking;142;8008;9.74;84.8;4.26;27;Fixed;67.4;343;-0.15624234;0.40177708248044375
317;SEO;Upwork;Intermediate;Asia;Bank Transfer;286;8558;57.81;70.45;4.18;15;Fixed;12.91;271;-0.377592014;1.7012439957896262
318;App Development;PeoplePerHour;Beginner;Middle East;Bank Transfer;170;1552;6.97;58.66;4.41;7;Fixed;44.87;147;-0.355208039;-1.523133461
319;Content Writing;Toptal;Intermediate;Europe;PayPal;282;470;14.83;57.82;3.47;57;Hourly;58.25;37;-0.084497039;-2.257304971
320;Web Development;PeoplePerHour;Expert;Europe;Crypto;30;5880;38.02;62.51;4.02;42;Fixed;27.66;110;-1.009435686;-0.794906743
321;App Development;Fiverr;Beginner;USA;PayPal;77;4408;9.13;77.46;3.21;9;Fixed;31.54;14;-1.197531652;-2.00930824
322;SEO;PeoplePerHour;Intermediate;USA;Mobile Banking;119;1499;43.04;85.73;3.77;6;Fixed;52.95;77;-0.065035196;-1.714766533
323;Data Entry;Freelancer;Beginner;USA;Bank Transfer;55;5861;17.38;83.01;3.98;57;Hourly;72.86;75;-0.827420959;-1.330038099
324;Digital Marketing;Toptal;Beginner;Middle East;Crypto;175;8669;38.24;64;4.3;76;Fixed;66.69;417;0.4891006013403392;1.107508703
325;Content Writing;Freelancer;Intermediate;Australia;Crypto;272;7921;80.16;97.74;4.9;30;Hourly;50.82;327;0.1218485974598078;2.3025096089237835
326;Digital Marketing;Freelancer;Intermediate;UK;Bank Transfer;7;8638;64.5;86.89;4.2;55;Hourly;61.12;274;-0.060224094;0.5615322579746689
327;App Development;Fiverr;Expert;Middle East;Bank Transfer;214;9037;47.31;77.72;4.49;84;Fixed;35.54;493;-0.413253091;2.347035385840831
328;Content Writing;Upwork;Expert;Asia;Mobile Banking;119;156;13.72;80.59;4.01;84;Fixed;54.87;196;-0.923696257;-1.661199843
329;Customer Support;Freelancer;Beginner;USA;Mobile Banking;171;4099;63.82;70.98;4.27;54;Hourly;42.63;375;0.45665485650798016;0.5827819404125589
330;Customer Support;PeoplePerHour;Expert;Europe;Bank Transfer;269;8339;20.55;62.39;3.14;27;Hourly;23.3;218;-0.387883284;0.18795187245956402
331;SEO;Upwork;Beginner;Middle East;Bank Transfer;231;1953;12.28;67.8;3.51;84;Fixed;59.12;62;-0.679266391;-1.868036915
332;Web Development;PeoplePerHour;Beginner;Europe;Bank Transfer;155;7699;68.08;87.89;3.72;59;Fixed;48.95;360;0.2995373483624487;1.0772533109210471
333;Customer Support;PeoplePerHour;Expert;Asia;Bank Transfer;272;3620;91.65;50.72;3.94;7;Hourly;35.1;460;2.2326845514832567;0.9369169908405438
334;Customer Support;Upwork;Expert;Europe;Crypto;120;5426;48.76;55.8;3.09;40;Hourly;73.79;31;0.9075240150135631;-1.933020553
335;Graphic Design;Upwork;Expert;Europe;Mobile Banking;92;92;8.89;52.3;3.28;72;Hourly;11.47;478;-0.260358107;-1.195573338
336;Digital Marketing;PeoplePerHour;Intermediate;Canada;Bank Transfer;246;6435;88.63;52.04;3.55;2;Hourly;32.1;232;1.4564295441374835;0.4494728898447814
337;Digital Marketing;Fiverr;Beginner;Australia;Bank Transfer;44;1627;11.36;92.77;4.94;14;Fixed;13.98;109;-2.449550341;-0.892304424
338;Customer Support;Toptal;Beginner;UK;Crypto;186;6115;87.41;85.18;3.66;10;Hourly;63.66;164;1.1540808488483638;0.0499124
339;Graphic Design;Toptal;Beginner;UK;PayPal;213;5935;42.22;73.71;3.96;50;Fixed;59.15;193;0.059648927;-0.086691707
340;Digital Marketing;Fiverr;Expert;USA;Bank Transfer;277;8626;39.71;54.89;3.39;18;Hourly;33.19;6;-0.281318385;-0.294341567
341;Digital Marketing;Upwork;Expert;Canada;Crypto;123;3627;56.57;74.58;4.22;18;Hourly;57.3;431;1.1818571560843059;0.169231349
342;Content Writing;PeoplePerHour;Expert;Middle East;Crypto;28;3288;95.92;73.67;3.56;16;Fixed;37.72;138;0.7190541216436779;-0.956412858
343;Content Writing;Toptal;Expert;Middle East;PayPal;262;5294;90.38;58.66;3.41;52;Fixed;62.94;458;2.4638688898910996;0.7794493849011151
344;Graphic Design;PeoplePerHour;Expert;UK;Mobile Banking;96;9938;49.68;71.69;4.03;69;Fixed;41.79;342;-0.326501493;1.1831978768085132
